Impactor,Impactee,value
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_7TWO_Sthn_NSW,WOI_Subaru_Overall,0.00210578
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_Capital_TV_Southern_NSW,WOI_Subaru_Overall,0.02002493
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_Gem_Southern_NSW,WOI_Subaru_Overall,0.000562253
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_GO!_Southern_NSW,WOI_Subaru_Overall,0.006503276
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_Prime_Sthn_NSW_(7),WOI_Subaru_Overall,0.035688839
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_SBS_Sthn_NSW,WOI_Subaru_Overall,0.001472356
Spend_Impreza_(GL_10535002)_Sthn_NSW_Eastern_Region_Television_WIN_TV_Southern_NSW_(9),WOI_Subaru_Overall,0.032590219
Spend_Impreza_(GL_10535002)_Sthn_NSW_Total,WOI_Subaru_Overall,0.106750695
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Newspaper_Sydney_Sunday_Telegraph,WOI_Subaru_Overall,0.038273228
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_7MATE_SYD,WOI_Subaru_Overall,0.035907691
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_7TWO_Sydney,WOI_Subaru_Overall,0.016286658
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_ATN7,WOI_Subaru_Overall,0.515494481
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_Eleven_SYD,WOI_Subaru_Overall,0.022954518
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_GEM_SYD,WOI_Subaru_Overall,0.004145727
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_GO_SYD,WOI_Subaru_Overall,0.010302933
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_ONESYD,WOI_Subaru_Overall,0.003118192
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_SBSSYD,WOI_Subaru_Overall,0.022039077
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_TCN9,WOI_Subaru_Overall,0.174900755
Spend_Impreza_(GL_10535002)_Sydney_Sydney_Television_TEN_10,WOI_Subaru_Overall,0.472827298
Spend_Impreza_(GL_10535002)_Sydney_Total,WOI_Subaru_Overall,0.98
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Tasmania_Television_7Mate_Tasmania_Aggregated,WOI_Subaru_Overall,0.000256217
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Tasmania_Television_7TWO_Tasmania_Aggregated,WOI_Subaru_Overall,0.000226858
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Tasmania_Television_SBS_Tasmania_Aggregated,WOI_Subaru_Overall,0.000617411
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Tasmania_Television_Sthn_Cross_Tasmania_Aggregated,WOI_Subaru_Overall,0.011652518
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Tasmania_Television_WIN_TV_Tasmania_Aggregated_(9),WOI_Subaru_Overall,0.007123356
Spend_Impreza_(GL_10535002)_Tasmania_Aggregated_Total,WOI_Subaru_Overall,0.01987636
Spend_Impreza_(GL_10535002)_Total,WOI_Subaru_Overall,0.98
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_7Mate__Victoria_Aggregated,WOI_Subaru_Overall,0.003025669
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_7TWO__Victoria_Aggregated,WOI_Subaru_Overall,0.00175882
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_Gem_Victoria_Aggregated,WOI_Subaru_Overall,0.000340733
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_GO!_Victoria_Aggregated,WOI_Subaru_Overall,0.006239942
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_Prime_Victoria_Aggregated_(7),WOI_Subaru_Overall,0.02225437
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_SBS_Victoria_Aggregated,WOI_Subaru_Overall,0.001170768
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_Ten_Victoria_Aggregated_(10),WOI_Subaru_Overall,0.017107797
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Southern_Region_Television_WIN_TV_Victoria_Aggregated_(9),WOI_Subaru_Overall,0.019422643
Spend_Impreza_(GL_10535002)_Victoria_Aggregated_Total,WOI_Subaru_Overall,0.071320741
Spend_Liberty_(GL_10535005)_Adelaide_Southern_Region_Television_SBSADE,WOI_Subaru_Overall,0.011262855
Spend_Liberty_(GL_10535005)_Adelaide_Total,WOI_Subaru_Overall,0.011262855
Spend_Liberty_(GL_10535005)_Brisbane_Brisbane_Television_SBSBRIS,WOI_Subaru_Overall,0.021596036
Spend_Liberty_(GL_10535005)_Brisbane_Total,WOI_Subaru_Overall,0.021596036
Spend_Liberty_(GL_10535005)_Darwin_Northern_Region_Television_7Mate_DAR,WOI_Subaru_Overall,0.000196611
Spend_Liberty_(GL_10535005)_Darwin_Northern_Region_Television_7TWO_Darwin,WOI_Subaru_Overall,7.20609E-05
Spend_Liberty_(GL_10535005)_Darwin_Northern_Region_Television_NTD8_DAR,WOI_Subaru_Overall,0.000739292
Spend_Liberty_(GL_10535005)_Darwin_Northern_Region_Television_SBS_DAR,WOI_Subaru_Overall,0.000437703
Spend_Liberty_(GL_10535005)_Darwin_Northern_Region_Television_Seven_Darwin,WOI_Subaru_Overall,0.000542681
Spend_Liberty_(GL_10535005)_Darwin_Total,WOI_Subaru_Overall,0.001988348
Spend_Liberty_(GL_10535005)_Griffith_Southern_Region_Television_WIN_TV_Griffith_(9),WOI_Subaru_Overall,0.000676127
Spend_Liberty_(GL_10535005)_Griffith_Total,WOI_Subaru_Overall,0.000676127
Spend_Liberty_(GL_10535005)_Melbourne_Melbourne_Television_SBS_Melbourne,WOI_Subaru_Overall,0.03890845
Spend_Liberty_(GL_10535005)_Melbourne_Total,WOI_Subaru_Overall,0.03890845
Spend_Liberty_(GL_10535005)_Mildura_Southern_Region_Television_Mildura_Digital_TV_(MDT),WOI_Subaru_Overall,0.000234865
Spend_Liberty_(GL_10535005)_Mildura_Southern_Region_Television_Prime_Mildura_(7),WOI_Subaru_Overall,6.67231E-05
Spend_Liberty_(GL_10535005)_Mildura_Southern_Region_Television_WIN_TV_Mildura_(9),WOI_Subaru_Overall,0.000287354
Spend_Liberty_(GL_10535005)_Mildura_Total,WOI_Subaru_Overall,0.000588942
Spend_Liberty_(GL_10535005)_Mt._Gambier_Southern_Region_Television_WIN_9_Mt_Gambier,WOI_Subaru_Overall,0.001302434
Spend_Liberty_(GL_10535005)_Mt._Gambier_Total,WOI_Subaru_Overall,0.001302434
Spend_Liberty_(GL_10535005)_National_National_Magazines_Qantas_The_Australian_Way,WOI_Subaru_Overall,0.013478061
Spend_Liberty_(GL_10535005)_National_National_Magazines_The_Week,WOI_Subaru_Overall,0.008535216
Spend_Liberty_(GL_10535005)_National_National_Magazines_Voyeur_-_Virgin_Blue_Inflight,WOI_Subaru_Overall,0.006375168
Spend_Liberty_(GL_10535005)_National_National_Newspaper_Good_Weekend_Magazine,WOI_Subaru_Overall,0.051186386
Spend_Liberty_(GL_10535005)_National_National_Newspaper_Sunday_Life,WOI_Subaru_Overall,0.034073251
Spend_Liberty_(GL_10535005)_National_National_Newspaper_Weekend_Aust_(Newsnet),WOI_Subaru_Overall,0.039065027
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Discovery_Channel,WOI_Subaru_Overall,0.001797075
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_ESPN,WOI_Subaru_Overall,0.002028382
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Foxtel_Movies_Action/Ad_(Showt,WOI_Subaru_Overall,0.000443041
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_FOX_SPORTS_1,WOI_Subaru_Overall,0.015675475
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_FOX_SPORTS_2,WOI_Subaru_Overall,0.047195456
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_FOX_SPORTS_News,WOI_Subaru_Overall,0.000498199
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_History_Channel,WOI_Subaru_Overall,0.001862019
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Movie_Extra,WOI_Subaru_Overall,0.000430586
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Movie_One,WOI_Subaru_Overall,0.001594237
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_National_Geographic,WOI_Subaru_Overall,0.000378987
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_National_Geographic_Adventure,WOI_Subaru_Overall,0.000533785
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_National_Geographic_Wild,WOI_Subaru_Overall,0.000290023
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_SF,WOI_Subaru_Overall,0.000408345
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Showcase,WOI_Subaru_Overall,6.58334E-05
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Sky_News_Australia,WOI_Subaru_Overall,0.000393221
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Sky_News_Business,WOI_Subaru_Overall,0.000290913
Spend_Liberty_(GL_10535005)_National_National_Subscription_TV_Sky_Racing,WOI_Subaru_Overall,0.002802369
Spend_Liberty_(GL_10535005)_National_National_Television_SBS_National-Production,WOI_Subaru_Overall,0.008006769
Spend_Liberty_(GL_10535005)_National_National_Television_TV1,WOI_Subaru_Overall,0.000803346
Spend_Liberty_(GL_10535005)_National_Total,WOI_Subaru_Overall,0.238211169
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_7Mate_Northern_NSW,WOI_Subaru_Overall,0.004275615
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_7TWO_Northern_NSW,WOI_Subaru_Overall,0.002034609
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_GO!_Northern_NSW,WOI_Subaru_Overall,0.003480276
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_NBN_Northern_NSW_(9),WOI_Subaru_Overall,0.005820921
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_Prime_Northern_NSW_(7),WOI_Subaru_Overall,0.002157379
Spend_Liberty_(GL_10535005)_Northern_NSW_Eastern_Region_Television_SBS_Northern_NSW,WOI_Subaru_Overall,0.00872293
Spend_Liberty_(GL_10535005)_Northern_NSW_Total,WOI_Subaru_Overall,0.02649173
Spend_Liberty_(GL_10535005)_Perth_Total,WOI_Subaru_Overall,0.014235146
Spend_Liberty_(GL_10535005)_Perth_Western_Region_Television_SBS_Perth,WOI_Subaru_Overall,0.014235146
Spend_Liberty_(GL_10535005)_Pt_Pirie/Broken_Hill/Pt_Lincol_Southern_Region_Television_Spencer_Gulf_TV_(PP/BH/PL),WOI_Subaru_Overall,0.001331793
Spend_Liberty_(GL_10535005)_Pt_Pirie/Broken_Hill/Pt_Lincol_Total,WOI_Subaru_Overall,0.001331793
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_7Mate_Qld_Aggregated,WOI_Subaru_Overall,0.00143766
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_7TWO_Qld_Aggregated,WOI_Subaru_Overall,0.001166319
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_Gem_Qld_Aggregated,WOI_Subaru_Overall,0.000324719
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_GO!_Qld_Aggregated,WOI_Subaru_Overall,0.001745476
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_SBS_Qld_Aggregated,WOI_Subaru_Overall,0.004707091
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_Sun_TV_Qld_Aggregated_(7),WOI_Subaru_Overall,0.005017575
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Northern_Region_Television_WIN_TV_Qld_Aggregated_(9),WOI_Subaru_Overall,0.005096753
Spend_Liberty_(GL_10535005)_Qld_Aggregated_Total,WOI_Subaru_Overall,0.019495593
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Total,WOI_Subaru_Overall,0.008118864
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_7Mate_WA,WOI_Subaru_Overall,0.000490192
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_7TWO_WA,WOI_Subaru_Overall,0.000474179
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_GWN_Golden_West_Network_(WA),WOI_Subaru_Overall,0.002441175
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_SBS_WA,WOI_Subaru_Overall,0.002268585
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_WDT_WA_(Ten),WOI_Subaru_Overall,0.001697435
Spend_Liberty_(GL_10535005)_Regional_West_Aust._Western_Region_Television_WIN_TV_WA_(9),WOI_Subaru_Overall,0.000747298
Spend_Liberty_(GL_10535005)_Riverland_Southern_Region_Television_Win_9_Riverland_(DO_NOT_USE),WOI_Subaru_Overall,0.000561363
Spend_Liberty_(GL_10535005)_Riverland_Total,WOI_Subaru_Overall,0.000561363
Spend_Liberty_(GL_10535005)_South_Australia_Southern_Region_Television_SBS_SA,WOI_Subaru_Overall,0.002334418
Spend_Liberty_(GL_10535005)_South_Australia_Total,WOI_Subaru_Overall,0.002334418
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_7Mate_Sthn_NSW,WOI_Subaru_Overall,0.001047107
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_7TWO_Sthn_NSW,WOI_Subaru_Overall,0.000574708
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_GO!_Southern_NSW,WOI_Subaru_Overall,0.00161203
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_Prime_Sthn_NSW_(7),WOI_Subaru_Overall,0.005869851
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_SBS_Sthn_NSW,WOI_Subaru_Overall,0.003317471
Spend_Liberty_(GL_10535005)_Sthn_NSW_Eastern_Region_Television_WIN_TV_Southern_NSW_(9),WOI_Subaru_Overall,0.004248925
Spend_Liberty_(GL_10535005)_Sthn_NSW_Total,WOI_Subaru_Overall,0.016670093
Spend_Liberty_(GL_10535005)_Sydney_Sydney_Television_SBSSYD,WOI_Subaru_Overall,0.047843115
Spend_Liberty_(GL_10535005)_Sydney_Total,WOI_Subaru_Overall,0.047843115
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Tasmania_Television_GO!_Tasmania_Aggregated,WOI_Subaru_Overall,0.000193942
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Tasmania_Television_SBS_Tasmania_Aggregated,WOI_Subaru_Overall,0.002268585
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Tasmania_Television_Sthn_Cross_Tasmania_Aggregated,WOI_Subaru_Overall,0.00124016
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Tasmania_Television_TDT_Tasmania_Aggregated,WOI_Subaru_Overall,0.001221477
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Tasmania_Television_WIN_TV_Tasmania_Aggregated_(9),WOI_Subaru_Overall,0.000555136
Spend_Liberty_(GL_10535005)_Tasmania_Aggregated_Total,WOI_Subaru_Overall,0.005479299
Spend_Liberty_(GL_10535005)_Total,WOI_Subaru_Overall,0.469488475
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_7Mate__Victoria_Aggregated,WOI_Subaru_Overall,0.000770429
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_7TWO__Victoria_Aggregated,WOI_Subaru_Overall,0.000587163
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_GO!_Victoria_Aggregated,WOI_Subaru_Overall,0.001154754
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_Prime_Victoria_Aggregated_(7),WOI_Subaru_Overall,0.002549711
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_SBS_Victoria_Aggregated,WOI_Subaru_Overall,0.004307642
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Southern_Region_Television_WIN_TV_Victoria_Aggregated_(9),WOI_Subaru_Overall,0.003023
Spend_Liberty_(GL_10535005)_Victoria_Aggregated_Total,WOI_Subaru_Overall,0.012392699
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Newspaper_Adelaide_Advertiser_(Newsnet),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Radio_5AA_Adelaide,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Radio_Aust.Traffic_Network_(Adel.),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Radio_Mix_102.3_Adelaide,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_7Mate_ADE,WOI_Subaru_Overall,0.000130777
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_7TWO_Adelaide,WOI_Subaru_Overall,0.000210845
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_ADS10,WOI_Subaru_Overall,0.003925986
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_Eleven_ADE,WOI_Subaru_Overall,0.001133403
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_ONEADE,WOI_Subaru_Overall,0.000787332
Spend_Outback_(GL_10535006)_Adelaide_Southern_Region_Television_SAS7,WOI_Subaru_Overall,0.005022913
Spend_Outback_(GL_10535006)_Adelaide_Total,WOI_Subaru_Overall,0.011211256
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Newspaper_Bris.Courier_Mail_(Newsnet),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Radio_Aust.Traffic_Network_(Bris.),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Radio_MIX_97.3_Brisbane,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Radio_Radio_4BC_Brisbane_Pty_Ltd,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Television_7TWO_BRIS,WOI_Subaru_Overall,0.000326498
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Television_BTQ7,WOI_Subaru_Overall,0.014093693
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Television_Eleven_BRIS,WOI_Subaru_Overall,0.007320856
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Television_ONEBRIS,WOI_Subaru_Overall,0.002350432
Spend_Outback_(GL_10535006)_Brisbane_Brisbane_Television_TVQ10,WOI_Subaru_Overall,0.003738272
Spend_Outback_(GL_10535006)_Brisbane_Total,WOI_Subaru_Overall,0.02782975
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_7Mate_DAR,WOI_Subaru_Overall,0.000338953
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_GO!_Darwin,WOI_Subaru_Overall,0.00047151
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_NTD8_DAR,WOI_Subaru_Overall,0.002129801
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_SBS_DAR,WOI_Subaru_Overall,0.000393221
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_Seven_Darwin,WOI_Subaru_Overall,0.004354793
Spend_Outback_(GL_10535006)_Darwin_Northern_Region_Television_Ten_Darwin_Digital,WOI_Subaru_Overall,0.000308705
Spend_Outback_(GL_10535006)_Darwin_Total,WOI_Subaru_Overall,0.007996983
Spend_Outback_(GL_10535006)_Griffith_Southern_Region_Television_WIN_TV_Griffith_(9),WOI_Subaru_Overall,0.003504296
Spend_Outback_(GL_10535006)_Griffith_Total,WOI_Subaru_Overall,0.003504296
Spend_Outback_(GL_10535006)_Hobart_Tasmania_Radio_Heart_FM_Hobart,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Hobart_Total,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Radio_101.1_MIX_FM_Melb_(was_3TT),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Radio_104.3_Gold_FM_Melbourne,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Radio_Aust.Traffic_Network_(Melb.),WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Radio_Radio_3AW__Melbourne,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_7MATE_MELB,WOI_Subaru_Overall,0.002015037
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_7TWO_MELB,WOI_Subaru_Overall,0.001714338
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_ATV10,WOI_Subaru_Overall,0.01276368
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_ELEVEN_MEL,WOI_Subaru_Overall,0.012286832
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_HSV7,WOI_Subaru_Overall,0.031239744
Spend_Outback_(GL_10535006)_Melbourne_Melbourne_Television_ONEMEL,WOI_Subaru_Overall,0.001524845
Spend_Outback_(GL_10535006)_Melbourne_Total,WOI_Subaru_Overall,0.061544476
Spend_Outback_(GL_10535006)_Mildura_Southern_Region_Television_Prime_Mildura_(7),WOI_Subaru_Overall,0.001499045
Spend_Outback_(GL_10535006)_Mildura_Southern_Region_Television_WIN_TV_Mildura_(9),WOI_Subaru_Overall,0.001306883
Spend_Outback_(GL_10535006)_Mildura_Total,WOI_Subaru_Overall,0.002805928
Spend_Outback_(GL_10535006)_Mt._Gambier_Southern_Region_Television_WIN_9_Mt_Gambier,WOI_Subaru_Overall,0.005013127
Spend_Outback_(GL_10535006)_Mt._Gambier_Total,WOI_Subaru_Overall,0.005013127
Spend_Outback_(GL_10535006)_National_National_Magazines_Rm_Williams_Outback,WOI_Subaru_Overall,0.004910818
Spend_Outback_(GL_10535006)_National_National_Magazines_Rocks_Magazine,WOI_Subaru_Overall,0.005159918
Spend_Outback_(GL_10535006)_National_National_Newspaper_Good_Weekend_Magazine,WOI_Subaru_Overall,0.083626256
Spend_Outback_(GL_10535006)_National_National_Newspaper_Out_There_Magazine,WOI_Subaru_Overall,0.005248882
Spend_Outback_(GL_10535006)_National_National_Newspaper_Sunday_Life,WOI_Subaru_Overall,0.052582232
Spend_Outback_(GL_10535006)_National_National_Newspaper_The_Weekend_Australian_Mag,WOI_Subaru_Overall,0.026689231
Spend_Outback_(GL_10535006)_National_National_Newspaper_Weekend_Aust_(Newsnet),WOI_Subaru_Overall,0.011367833
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_111_Hits,WOI_Subaru_Overall,0.009900815
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_ARENA,WOI_Subaru_Overall,0.006537082
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_BBC_Knowledge,WOI_Subaru_Overall,0.000602287
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Channel_[V],WOI_Subaru_Overall,0.000550688
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_COMEDY_CHANNEL,WOI_Subaru_Overall,0.004644816
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Crime_&_Investigation,WOI_Subaru_Overall,0.001237491
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Discovery_Channel,WOI_Subaru_Overall,0.002883327
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Discovery_Home_&_Health,WOI_Subaru_Overall,0.000632535
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Discovery_Turbo_Max,WOI_Subaru_Overall,0.001655622
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_E!,WOI_Subaru_Overall,0.002756998
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_ESPN,WOI_Subaru_Overall,0.000590722
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FOX_8,WOI_Subaru_Overall,0.007671374
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Fox_Footy_Channel,WOI_Subaru_Overall,0.044926871
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FOX_SPORTS_1,WOI_Subaru_Overall,0.000320271
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FOX_SPORTS_2,WOI_Subaru_Overall,0.001397626
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FOX_SPORTS_3,WOI_Subaru_Overall,0.000498199
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FOX_SPORTS_News,WOI_Subaru_Overall,0.001655622
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_FX,WOI_Subaru_Overall,0.002918023
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_History_Channel,WOI_Subaru_Overall,0.002363776
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Lifestyle_Channel,WOI_Subaru_Overall,0.009181095
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Lifestyle_Home,WOI_Subaru_Overall,0.000178818
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Lifestyle_You,WOI_Subaru_Overall,0.004810289
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_MTV,WOI_Subaru_Overall,0.000327388
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_National_Geographic,WOI_Subaru_Overall,0.001767717
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_National_Geographic_Adventure,WOI_Subaru_Overall,1.42343E-05
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_SF,WOI_Subaru_Overall,0.001389619
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Soho_(previously_W),WOI_Subaru_Overall,0.002781018
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Stvdio,WOI_Subaru_Overall,4.62613E-05
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_Style_Network,WOI_Subaru_Overall,0.0008416
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_TLC_(Discovery_Travel/Living),WOI_Subaru_Overall,0.001771275
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_TV1,WOI_Subaru_Overall,0.007857309
Spend_Outback_(GL_10535006)_National_National_Subscription_TV_UKTV,WOI_Subaru_Overall,0.00163516
Spend_Outback_(GL_10535006)_National_National_Television_SBS-_National,WOI_Subaru_Overall,0.03690053
Spend_Outback_(GL_10535006)_National_National_Television_SBS_National-Production,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_National_Total,WOI_Subaru_Overall,0.352831628
Spend_Outback_(GL_10535006)_New_South_Wales_Eastern_Region_Newspaper_Byron_Echo,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_New_South_Wales_Eastern_Region_Newspaper_The_Land,WOI_Subaru_Overall,0.009782066
Spend_Outback_(GL_10535006)_New_South_Wales_Eastern_Region_Radio_104.9_Star_FM_Albury,WOI_Subaru_Overall,0
Spend_Outback_(GL_10535006)_New_South_Wales_Eastern_Region_Radio_105.5_Star_FM_Coffs_Harbour,WOI_Subaru_Overall,0
