Impactor,Impactee,value
Ford_Territory_Diesel_Brisbane_Television_GEM_BRIS_Metropolitan_Television,FORD_TERRITORY,0.034240103
Ford_Territory_Diesel_Adelaide_Television_NWS9_Metropolitan_Television,FORD_TERRITORY,0.054863859
Ford_Territory_Diesel_Adelaide_Television_SAS7_Metropolitan_Television,FORD_TERRITORY,0.055831421
Ford_Territory_Diesel_Brisbane_Television_BTQ7_Metropolitan_Television,FORD_TERRITORY,0.0655893
Ford_Territory_Diesel_Brisbane_Television_GO_BRIS_Metropolitan_Television,FORD_TERRITORY,0.074569196
Ford_Territory_Diesel_Melbourne_Television_GO_MELB_Metropolitan_Television,FORD_TERRITORY,0.098306173
Ford_Territory_Diesel_Sydney_Television_7TWO_SYD_Metropolitan_Television,FORD_TERRITORY,0.10010015
Ford_Territory_Diesel_Melbourne_Television_Eleven_MEL_Metropolitan_Television,FORD_TERRITORY,0.111373817
Ford_Territory_Diesel_Perth_Television_7Mate_PER_Metropolitan_Television,FORD_TERRITORY,0.114149857
Ford_Territory_Diesel_Adelaide_Television_GO_ADE_Metropolitan_Television,FORD_TERRITORY,0.120144121
Ford_Territory_Diesel_Brisbane_Television_ONEBRI_Metropolitan_Television,FORD_TERRITORY,0.120826815
Ford_Territory_Diesel_Perth_Television_Eleven_PER_Metropolitan_Television,FORD_TERRITORY,0.126500313
Ford_Territory_Diesel_Melbourne_Television_ATV10_Metropolitan_Television,FORD_TERRITORY,0.149493664
Ford_Territory_Diesel_Melbourne_Television_GTV9_Metropolitan_Television,FORD_TERRITORY,0.153097011
Ford_Territory_Diesel_Perth_Television_GEM_PER_Metropolitan_Television,FORD_TERRITORY,0.154100811
Ford_Territory_Diesel_Sydney_Television_ONESYD_Metropolitan_Television,FORD_TERRITORY,0.156650252
Ford_Territory_Diesel_Adelaide_Television_Eleven_ADE_Metropolitan_Television,FORD_TERRITORY,0.165275561
Ford_Territory_Diesel_Melbourne_Television_7Mate_MELB_Metropolitan_Television,FORD_TERRITORY,0.173860701
Ford_Territory_Diesel_Perth_Television_NEW10_Metropolitan_Television,FORD_TERRITORY,0.176737434
Ford_Territory_Diesel_Sydney_Television_Eleven_SYD_Metropolitan_Television,FORD_TERRITORY,0.17875963
Ford_Territory_Diesel_Perth_Television_GO_PER_Metropolitan_Television,FORD_TERRITORY,0.215075469
Ford_Territory_Diesel_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,FORD_TERRITORY,0.219398695
Ford_Territory_Diesel_Perth_Television_TVW7_Metropolitan_Television,FORD_TERRITORY,0.253895164
Ford_Territory_Diesel_Melbourne_Television_HSV7_Metropolitan_Television,FORD_TERRITORY,0.290849672
Hyundai_Santa_Fe_4WD_Melbourne_Television_HSV7_Metropolitan_Television,HYUNDAI_santa_fe,0.699194351
Hyundai_Santa_Fe_4WD_Perth_Television_TVW7_Metropolitan_Television,HYUNDAI_santa_fe,0.599355119
Hyundai_Santa_Fe_4WD_Adelaide_Television_SAS7_Metropolitan_Television,HYUNDAI_santa_fe,0.575024509
Hyundai_Santa_Fe_4WD_Brisbane_Television_BTQ7_Metropolitan_Television,HYUNDAI_santa_fe,0.561999483
Hyundai_Santa_Fe_4WD_Sydney_Television_ATN7_Metropolitan_Television,HYUNDAI_santa_fe,0.469407921
Hyundai_Santa_Fe_4WD_Sydney_Television_GO_SYD_Metropolitan_Television,HYUNDAI_santa_fe,0.356044256
Hyundai_Santa_Fe_4WD-Retail_Sydney_Radio_WSFM_Metropolitan_Radio,HYUNDAI_santa_fe,0.349058576
Hyundai_Santa_Fe_4WD_Melbourne_Television_7TWO_MELB_Metropolitan_Television,HYUNDAI_santa_fe,0.292256143
Hyundai_Santa_Fe_4WD_Perth_Television_STW9_Metropolitan_Television,HYUNDAI_santa_fe,0.261599639
Hyundai_Santa_Fe_4WD_Melbourne_Television_GO_MELB_Metropolitan_Television,HYUNDAI_santa_fe,0.259135351
Hyundai_Santa_Fe_4WD-Retail_Sydney_Radio_MIX_106.5_Metropolitan_Radio,HYUNDAI_santa_fe,0.227969862
Hyundai_Santa_Fe_4WD_Brisbane_Television_QTQ9_Metropolitan_Television,HYUNDAI_santa_fe,0.18944831
Hyundai_Santa_Fe_4WD_Sydney_Television_7TWO_SYD_Metropolitan_Television,HYUNDAI_santa_fe,0.163787923
Hyundai_Santa_Fe_4WD_Brisbane_Radio_B105FM_Metropolitan_Radio,HYUNDAI_santa_fe,0.155271751
Hyundai_Santa_Fe_4WD-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,HYUNDAI_santa_fe,0.132943397
Hyundai_Santa_Fe_4WD_Perth_Television_GO_PER_Metropolitan_Television,HYUNDAI_santa_fe,0.107167407
Hyundai_Santa_Fe_4WD_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,HYUNDAI_santa_fe,0.106401759
Hyundai_Santa_Fe_4WD_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,HYUNDAI_santa_fe,0.100155485
Hyundai_Santa_Fe_4WD_Melbourne_Television_GEM_MELB_Metropolitan_Television,HYUNDAI_santa_fe,0.10010015
Hyundai_Santa_Fe_4WD_Sydney_Television_TCN9_Metropolitan_Television,HYUNDAI_santa_fe,0.088075347
Hyundai_Santa_Fe_4WD_Sydney_Television_GEM_SYD_Metropolitan_Television,HYUNDAI_santa_fe,0.087477852
Hyundai_Santa_Fe_4WD-Retail_Melbourne_Press_The_Age_Metropolitan_Press,HYUNDAI_santa_fe,0.079456554
Hyundai_Santa_Fe_4WD_Adelaide_Television_NWS9_Metropolitan_Television,HYUNDAI_santa_fe,0.053877473
Hyundai_Santa_Fe_4WD_Sydney_Radio_2UE_Metropolitan_Radio,HYUNDAI_santa_fe,0.047008085
Hyundai_Santa_Fe_4WD_Melbourne_Television_GTV9_Metropolitan_Television,HYUNDAI_santa_fe,0.010671718
Hyundai_Santa_Fe_4WD_Brisbane_Television_TVQ10_Metropolitan_Television,HYUNDAI_santa_fe,0.008144584
Hyundai_Santa_Fe_4WD_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,HYUNDAI_santa_fe,0
Hyundai_Santa_Fe_4WD_Melbourne_Television_7Mate_MELB_Metropolitan_Television,HYUNDAI_santa_fe,0.073056018
Hyundai_Santa_Fe_4WD_Sydney_Television_TEN10_Metropolitan_Television,HYUNDAI_santa_fe,0.120954353
Hyundai_Santa_Fe_4WD_Brisbane_Television_GO_BRIS_Metropolitan_Television,HYUNDAI_santa_fe,0.132190757
Hyundai_Santa_Fe_4WD_Perth_Television_NEW10_Metropolitan_Television,HYUNDAI_santa_fe,0.160204977
Hyundai_Santa_Fe_4WD_Perth_Television_7TWO_PER_Metropolitan_Television,HYUNDAI_santa_fe,0.182209008
Hyundai_Santa_Fe_4WD_Melbourne_Television_ATV10_Metropolitan_Television,HYUNDAI_santa_fe,0.221922975
Hyundai_Santa_Fe_4WD_Sydney_Television_7Mate_SYD_Metropolitan_Television,HYUNDAI_santa_fe,0.260573783
Chrysler_Jeep_Grand_Cherokee_Melbourne_Press_The_Age_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.386407685
Chrysler_Jeep_Grand_Cherokee_Melbourne_Television_GTV9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.310831384
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_ATV10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.261804453
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_TCN9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.242974445
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.207953724
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_ONESYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.20016461
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.197518916
Chrysler_Jeep_Grand_Cherokee_Brisbane_Television_QTQ9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.18302049
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.173064237
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_GO_BRIS_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.146006959
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_Eleven_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.14490857
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.141093914
Chrysler_Jeep_Grand_Cherokee_Perth_Television_ONEPER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.137464497
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Adelaide_Television_GO_ADE_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.134310614
Chrysler_Jeep_Grand_Cherokee_Adelaide_Television_Eleven_ADE_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.132456048
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_Eleven_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.130211803
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.112708691
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_ONEPER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.112256143
Chrysler_Jeep_Grand_Cherokee_Perth_Television_GO_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.111719798
Chrysler_Jeep_Grand_Cherokee_Adelaide_Television_NWS9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.107406899
Chrysler_Jeep_Grand_Cherokee_Melbourne_Television_7Mate_MELB_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.106360831
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_GO_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.105804176
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_ONEBRI_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.10462584
Chrysler_Jeep_Grand_Cherokee_Melbourne_Television_ATV10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.102005575
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_ATN7_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.100555457
Chrysler_Jeep_Grand_Cherokee_Melbourne_Television_Eleven_MEL_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.100304339
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Press_West_Australian_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.10010015
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_GO_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.099187888
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_ATN7_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.09723474
Chrysler_Jeep_Grand_Cherokee_Brisbane_Television_ONEBRI_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.083945512
Chrysler_Jeep_Grand_Cherokee_Melbourne_Television_HSV7_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.08211658
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.074379274
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_NEW10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.052906383
Chrysler_Jeep_Grand_Cherokee_Adelaide_Television_GO_ADE_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.047709194
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.046299012
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_GTV9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.028566839
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_TEN10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.020009541
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_GEM_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.018455408
Chrysler_Jeep_Grand_Cherokee_Perth_Television_STW9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.016393709
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.00302237
Chrysler_Jeep_Grand_Cherokee_Perth_Television_GEM_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0
Chrysler_Jeep_Grand_Cherokee_Adelaide_Television_ADS10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.003811435
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.004109317
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.035526435
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Press_Sunday_Times_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.040175318
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Adelaide_Television_ADS10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.044778026
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Perth_Television_STW9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.055599985
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.075718264
Chrysler_Jeep_Grand_Cherokee_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.084791242
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.095385889
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_TEN10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.099215361
Chrysler_Jeep_Grand_Cherokee_Sydney_Television_7Mate_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.10010015
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_GEM_BRIS_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.101622712
Chrysler_Jeep_Grand_Cherokee_Brisbane_Television_BTQ7_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.102864135
Chrysler_Jeep_Grand_Cherokee_Perth_Television_TVW7_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.109077236
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Radio_4MMM_Metropolitan_Radio,JEEP_GRAND_CHEROKEE,0.114149664
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.124041489
Chrysler_Jeep_Grand_Cherokee_Brisbane_Television_TVQ10_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.127162191
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Adelaide_Television_NWS9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.145827962
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.151975408
Chrysler_Jeep_Grand_Cherokee_Perth_Television_Eleven_PER_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.197352473
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Sydney_Television_TCN9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.203485319
Chrysler_Jeep_Grand_Cherokee_Laredo-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,JEEP_GRAND_CHEROKEE,0.385909278
Chrysler_Jeep_Grand_Cherokee_Cherokee_Sport-Retail_Perth_Press_West_Australian_Metropolitan_Press,JEEP_GRAND_CHEROKEE,0.428448431
KIA_Sorento-Retail_Melbourne_Television_HSV7_Metropolitan_Television,KIA_SORENTO,0.319658339
KIA_Sorento-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,KIA_SORENTO,0.272757778
KIA_Sorento-Retail_Adelaide_Television_NWS9_Metropolitan_Television,KIA_SORENTO,0.189177423
KIA_Sorento-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,KIA_SORENTO,0.177415784
KIA_Sorento-Retail_Perth_Television_GO_PER_Metropolitan_Television,KIA_SORENTO,0.176605822
KIA_Sorento-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,KIA_SORENTO,0.172366501
KIA_Sorento-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,KIA_SORENTO,0.16499879
KIA_Sorento-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,KIA_SORENTO,0.160046147
KIA_Sorento-Retail_Sydney_Television_ATN7_Metropolitan_Television,KIA_SORENTO,0.155654042
KIA_Sorento-Retail_Adelaide_Television_ADS10_Metropolitan_Television,KIA_SORENTO,0.138666136
KIA_Sorento-Retail_Brisbane_Television_GEM_BRIS_Metropolitan_Television,KIA_SORENTO,0.117987806
KIA_Sorento-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,KIA_SORENTO,0.110579514
KIA_Sorento-Retail_Adelaide_Television_7Mate_ADE_Metropolitan_Television,KIA_SORENTO,0.10010015
KIA_Sorento-Retail_Melbourne_Television_GTV9_Metropolitan_Television,KIA_SORENTO,0.073612922
KIA_Sorento-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,KIA_SORENTO,0.061687557
KIA_Sorento-Retail_Perth_Television_TVW7_Metropolitan_Television,KIA_SORENTO,0.049880857
KIA_Sorento-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,KIA_SORENTO,0.036057896
KIA_Sorento_Optima_Perth_Television_GO_PER_Metropolitan_Television,KIA_SORENTO,0.033141463
KIA_Sorento-Retail_Adelaide_Television_SAS7_Metropolitan_Television,KIA_SORENTO,0.032951597
KIA_Sorento-Retail_Perth_Television_STW9_Metropolitan_Television,KIA_SORENTO,0.009487034
KIA_Sorento-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,KIA_SORENTO,0
KIA_Sorento_Optima_Melbourne_Television_7Mate_MELB_Metropolitan_Television,KIA_SORENTO,0.002252458
KIA_Sorento-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,KIA_SORENTO,0.015728572
KIA_Sorento-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,KIA_SORENTO,0.020091518
KIA_Sorento-Retail_Melbourne_Television_ATV10_Metropolitan_Television,KIA_SORENTO,0.023281888
KIA_Sorento-Retail_Adelaide_Television_7TWO_ADE_Metropolitan_Television,KIA_SORENTO,0.025214212
KIA_Sorento-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,KIA_SORENTO,0.02667926
KIA_Sorento-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,KIA_SORENTO,0.049044798
KIA_Sorento_Optima_Melbourne_Television_GTV9_Metropolitan_Television,KIA_SORENTO,0.065327728
KIA_Sorento-Retail_Sydney_Television_TCN9_Metropolitan_Television,KIA_SORENTO,0.068424579
KIA_Sorento_Optima_Melbourne_Television_ATV10_Metropolitan_Television,KIA_SORENTO,0.075390243
KIA_Sorento_Optima_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,KIA_SORENTO,0.077867198
KIA_Sorento_Optima_Brisbane_Television_BTQ7_Metropolitan_Television,KIA_SORENTO,0.086380646
KIA_Sorento_Optima_Perth_Television_7Mate_PER_Metropolitan_Television,KIA_SORENTO,0.10010015
KIA_Sorento_Optima_Melbourne_Television_HSV7_Metropolitan_Television,KIA_SORENTO,0.101354114
KIA_Sorento-Retail_Adelaide_Television_GO_ADE_Metropolitan_Television,KIA_SORENTO,0.118339287
KIA_Sorento_Optima_Adelaide_Television_NWS9_Metropolitan_Television,KIA_SORENTO,0.122605338
KIA_Sorento_Optima_Perth_Television_7TWO_PER_Metropolitan_Television,KIA_SORENTO,0.12437479
KIA_Sorento-Retail_Perth_Television_NEW10_Metropolitan_Television,KIA_SORENTO,0.128569057
KIA_Sorento_Optima_Melbourne_Television_7TWO_MELB_Metropolitan_Television,KIA_SORENTO,0.130944708
KIA_Sorento_Optima_Sydney_Television_GEM_SYD_Metropolitan_Television,KIA_SORENTO,0.135939344
KIA_Sorento-Retail_Perth_Radio_NOVA_93.7_Metropolitan_Radio,KIA_SORENTO,0.140272195
KIA_Sorento_Optima_Sydney_Television_TCN9_Metropolitan_Television,KIA_SORENTO,0.141264032
KIA_Sorento_Optima_Perth_Television_GEM_PER_Metropolitan_Television,KIA_SORENTO,0.141351721
KIA_Sorento-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,KIA_SORENTO,0.142160523
KIA_Sorento_Optima_Adelaide_Television_ADS10_Metropolitan_Television,KIA_SORENTO,0.148202902
KIA_Sorento_Optima_Melbourne_Television_GEM_MELB_Metropolitan_Television,KIA_SORENTO,0.150059797
KIA_Sorento_Optima_Brisbane_Television_TVQ10_Metropolitan_Television,KIA_SORENTO,0.150301783
KIA_Sorento_Optima_Brisbane_Television_QTQ9_Metropolitan_Television,KIA_SORENTO,0.159176416
KIA_Sorento_Optima_Perth_Television_NEW10_Metropolitan_Television,KIA_SORENTO,0.162753198
KIA_Sorento_Optima_Sydney_Television_7TWO_SYD_Metropolitan_Television,KIA_SORENTO,0.165244366
KIA_Sorento_Optima_Brisbane_Television_GO_BRIS_Metropolitan_Television,KIA_SORENTO,0.169021919
KIA_Sorento_Optima_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,KIA_SORENTO,0.1690925
KIA_Sorento-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,KIA_SORENTO,0.171544118
KIA_Sorento_Optima_Sydney_Television_TEN10_Metropolitan_Television,KIA_SORENTO,0.17399015
KIA_Sorento_Optima_Perth_Television_STW9_Metropolitan_Television,KIA_SORENTO,0.181229391
KIA_Sorento_Optima_Adelaide_Television_SAS7_Metropolitan_Television,KIA_SORENTO,0.181330821
KIA_Sorento-Retail_Brisbane_Television_GO_BRIS_Metropolitan_Television,KIA_SORENTO,0.186190731
KIA_Sorento_Optima_Sydney_Television_7Mate_SYD_Metropolitan_Television,KIA_SORENTO,0.187151093
KIA_Sorento_Optima_Sydney_Television_ATN7_Metropolitan_Television,KIA_SORENTO,0.193821573
KIA_Sorento_Optima_Brisbane_Television_GEM_BRIS_Metropolitan_Television,KIA_SORENTO,0.19665374
KIA_Sorento_Optima_Melbourne_Television_GO_MELB_Metropolitan_Television,KIA_SORENTO,0.203723602
KIA_Sorento_Optima_Perth_Television_TVW7_Metropolitan_Television,KIA_SORENTO,0.207402503
KIA_Sorento_Optima_Adelaide_Television_7Mate_ADE_Metropolitan_Television,KIA_SORENTO,0.209499377
KIA_Sorento-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,KIA_SORENTO,0.209982357
KIA_Sorento-Retail_Sydney_Television_TEN10_Metropolitan_Television,KIA_SORENTO,0.217828217
KIA_Sorento_Optima_Adelaide_Television_7TWO_ADE_Metropolitan_Television,KIA_SORENTO,0.22678688
KIA_Sorento_Optima_Sydney_Television_GO_SYD_Metropolitan_Television,KIA_SORENTO,0.234607466
Mazda_CX-9_SUV-Retail_Brisbane_Radio_97.3_Metropolitan_Radio,Mazda_CX-9,0.602592442
Mazda_CX-9_SUV_Brisbane_Radio_B105FM_Metropolitan_Radio,Mazda_CX-9,0.441032209
Mazda_CX-9_SUV_Sydney_Television_Eleven_SYD_Metropolitan_Television,Mazda_CX-9,0.197896114
Mazda_CX-9_SUV_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,Mazda_CX-9,0.126372243
Mazda_CX-9_SUV_Sydney_Television_GO_SYD_Metropolitan_Television,Mazda_CX-9,0.078795647
Mazda_CX-9_SUV_Brisbane_Television_TVQ10_Metropolitan_Television,Mazda_CX-9,0.071554264
Mazda_CX-9_SUV_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,Mazda_CX-9,0.042898525
Mazda_CX-9_SUV-Retail_Brisbane_Television_GEM_BRIS_Metropolitan_Television,Mazda_CX-9,0
Mazda_CX-9_SUV_Perth_Television_TVW7_Metropolitan_Television,Mazda_CX-9,0.030395916
Mazda_CX-9_SUV_Melbourne_Television_7TWO_MELB_Metropolitan_Television,Mazda_CX-9,0.062710963
Mazda_CX-9_SUV_Perth_Television_STW9_Metropolitan_Television,Mazda_CX-9,0.072910611
Mazda_CX-9_SUV_Sydney_Television_7TWO_SYD_Metropolitan_Television,Mazda_CX-9,0.078054058
Mazda_CX-9_SUV_Melbourne_Television_HSV7_Metropolitan_Television,Mazda_CX-9,0.079253356
Mazda_CX-9_SUV_Brisbane_Television_BTQ7_Metropolitan_Television,Mazda_CX-9,0.079368819
Mazda_CX-9_SUV_Adelaide_Television_ADS10_Metropolitan_Television,Mazda_CX-9,0.088566765
Mazda_CX-9_SUV_Perth_Television_NEW10_Metropolitan_Television,Mazda_CX-9,0.092435672
Mazda_CX-9_SUV_Sydney_Television_ATN7_Metropolitan_Television,Mazda_CX-9,0.093749868
Mazda_CX-9_SUV_Sydney_Television_TEN10_Metropolitan_Television,Mazda_CX-9,0.097810698
Mazda_CX-9_SUV_Brisbane_Television_QTQ9_Metropolitan_Television,Mazda_CX-9,0.098670197
Mazda_CX-9_SUV_Melbourne_Television_GEM_MELB_Metropolitan_Television,Mazda_CX-9,0.109923225
Mazda_CX-9_SUV_Melbourne_Television_ATV10_Metropolitan_Television,Mazda_CX-9,0.112452593
Mazda_CX-9_SUV_Sydney_Television_TCN9_Metropolitan_Television,Mazda_CX-9,0.124805789
Mazda_CX-9_SUV_Melbourne_Television_GO_MELB_Metropolitan_Television,Mazda_CX-9,0.14111021
Mazda_CX-9_SUV_Melbourne_Television_GTV9_Metropolitan_Television,Mazda_CX-9,0.187825272
Mazda_CX-9_SUV_Melbourne_Television_Eleven_MEL_Metropolitan_Television,Mazda_CX-9,0.192938786
Mazda_CX-9_SUV_Adelaide_Television_SAS7_Metropolitan_Television,Mazda_CX-9,0.262026254
Mazda_CX-9_SUV_Sydney_Television_GEM_SYD_Metropolitan_Television,Mazda_CX-9,0.265595696
Mazda_CX-9_SUV_Adelaide_Television_NWS9_Metropolitan_Television,Mazda_CX-9,0.314046712
Mazda_CX-9_SUV_Perth_Television_GEM_PER_Metropolitan_Television,Mazda_CX-9,0.366051508
Mazda_CX-9_SUV-Retail_Sydney_Radio_MIX_106.5_Metropolitan_Radio,Mazda_CX-9,0.54661631
Nissan_Murano_Sydney_Television_GEM_SYD_Metropolitan_Television,NISSAN_MURANO,0
Toyota_Kluger_AWD_Brisbane_Television_QTQ9_Metropolitan_Television,TOYOTA_KLUGER,0.468156796
Toyota_Kluger_AWD_Adelaide_Television_NWS9_Metropolitan_Television,TOYOTA_KLUGER,0.403064826
Toyota_Kluger_AWD_Perth_Television_STW9_Metropolitan_Television,TOYOTA_KLUGER,0.344585349
Toyota_Kluger_AWD_Sydney_Television_TCN9_Metropolitan_Television,TOYOTA_KLUGER,0.293882922
