uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,
Subaru_Forester_X_XS-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,XXSRetail_Melbourne_Press_Herald_Sun,XXSRetail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Outback_Melbourne_Press_Sunday_Herald_Sun_Metropolitan_Press,,Outback_Melbourne_Press_Sunday_Herald_Sun,Outback_Melbourne_Press_Sunday_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Melbourne_Press_The_Age_Metropolitan_Press,,Melbourne_Press_The_Age,Melbourne_Press_The_Age,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Subaru_Forester_Melbourne_Press_Sunday_Herald_Sun_Metropolitan_Press,,Melbourne_Press_Sunday_Herald_Sun,Melbourne_Press_Sunday_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,2.5_XRetail_Melbourne_Television_HSV7,2.5_XRetail_Melbourne_Television_HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,XS_ColumbiaRetail_Melbourne_Television_HSV7,XS_ColumbiaRetail_Melbourne_Television_HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,Retail_Melbourne_Television_Eleven_MEL,Retail_Melbourne_Television_Eleven_MEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,Retail_Melbourne_Television_ONEMEL,Retail_Melbourne_Television_ONEMEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_XS-Retail_Melbourne_Press_The_Age_Metropolitan_Press,,2.5_XSRetail_Melbourne_Press_The_Age,2.5_XSRetail_Melbourne_Press_The_Age,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,XS_ColumbiaRetail_Melbourne_Television_7Mate_MELB,XS_ColumbiaRetail_Melbourne_Television_7Mate_MELB,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,Retail_Melbourne_Television_7Mate_MELB,Retail_Melbourne_Television_7Mate_MELB,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,2.5_XRetail_Melbourne_Television_Eleven_MEL,2.5_XRetail_Melbourne_Television_Eleven_MEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,2.5_XRetail_Melbourne_Television_SBSMEL,2.5_XRetail_Melbourne_Television_SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Liberty-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,LibertyRetail_Melbourne_Press_Herald_Sun,LibertyRetail_Melbourne_Press_Herald_Sun,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Press,0.5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Melbourne_Television_SBSMEL_Metropolitan_Television,,Retail_Melbourne_Television_SBSMEL,Retail_Melbourne_Television_SBSMEL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Press_West_Australian_Metropolitan_Press,,Perth_Press_West_Australian,Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Radio_92.9_FM_Metropolitan_Radio,,Retail_Perth_Radio_92.9_FM,Retail_Perth_Radio_92.9_FM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Subaru_Forester_X-Retail_Perth_Television_STW9_Metropolitan_Television,,XRetail_Perth_Television_STW9,XRetail_Perth_Television_STW9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Subaru_Forester_X-Retail_Perth_Press_West_Australian_Metropolitan_Press,,XRetail_Perth_Press_West_Australian,XRetail_Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,Retail_Perth_Television_7TWO_PER,Retail_Perth_Television_7TWO_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Television_TVW7_Metropolitan_Television,,Retail_Perth_Television_TVW7,Retail_Perth_Television_TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Television_GEM_PER_Metropolitan_Television,,Perth_Television_GEM_PER,Perth_Television_GEM_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Subaru_Forester_Outback-Retail_Perth_Press_West_Australian_Metropolitan_Press,,OutbackRetail_Perth_Press_West_Australian,OutbackRetail_Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Television_Eleven_PER_Metropolitan_Television,,Perth_Television_Eleven_PER,Perth_Television_Eleven_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Television_SBSPER_Metropolitan_Television,,Retail_Perth_Television_SBSPER,Retail_Perth_Television_SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Perth_Television_SBS2_PER_Metropolitan_Television,,XRetail_Perth_Television_SBS2_PER,XRetail_Perth_Television_SBS2_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Perth_Press_West_Australian_Metropolitan_Press,,XS_ColumbiaRetail_Perth_Press_West_Australian,XS_ColumbiaRetail_Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Press_West_Australian_Metropolitan_Press,,Retail_Perth_Press_West_Australian,Retail_Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Perth_Television_STW9_Metropolitan_Television,,XS_ColumbiaRetail_Perth_Television_STW9,XS_ColumbiaRetail_Perth_Television_STW9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Television_ONEPER_Metropolitan_Television,,Perth_Television_ONEPER,Perth_Television_ONEPER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Subaru_Forester-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,Retail_Perth_Television_7Mate_PER,Retail_Perth_Television_7Mate_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Television_NEW10_Metropolitan_Television,,Retail_Perth_Television_NEW10,Retail_Perth_Television_NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Perth_Television_SBSPER_Metropolitan_Television,,2.5_XRetail_Perth_Television_SBSPER,2.5_XRetail_Perth_Television_SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Perth_Television_NEW10_Metropolitan_Television,,2.5_XRetail_Perth_Television_NEW10,2.5_XRetail_Perth_Television_NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X_XS-Retail_Perth_Press_West_Australian_Metropolitan_Press,,XXSRetail_Perth_Press_West_Australian,XXSRetail_Perth_Press_West_Australian,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Television_GO_PER_Metropolitan_Television,,Perth_Television_GO_PER,Perth_Television_GO_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Subaru_Forester_X-Retail_Perth_Radio_NOVA_93.7_Metropolitan_Radio,,XRetail_Perth_Radio_NOVA_93.7,XRetail_Perth_Radio_NOVA_93.7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Subaru_Forester_Perth_Radio_92.9_FM_Metropolitan_Radio,,Perth_Radio_92.9_FM,Perth_Radio_92.9_FM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Perth_Television_SBSPER_Metropolitan_Television,,XS_ColumbiaRetail_Perth_Television_SBSPER,XS_ColumbiaRetail_Perth_Television_SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Perth_Television_TVW7_Metropolitan_Television,,2.5_XRetail_Perth_Television_TVW7,2.5_XRetail_Perth_Television_TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Perth_Press_Sunday_Times_Metropolitan_Press,,Perth_Press_Sunday_Times,Perth_Press_Sunday_Times,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,2.5_XRetail_Perth_Television_7Mate_PER,2.5_XRetail_Perth_Television_7Mate_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Impreza-Retail_Perth_Press_Sunday_Times_Metropolitan_Press,,ImprezaRetail_Perth_Press_Sunday_Times,ImprezaRetail_Perth_Press_Sunday_Times,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Press,0.5,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Perth_Radio_94.5_FM_Metropolitan_Radio,,Retail_Perth_Radio_94.5_FM,Retail_Perth_Radio_94.5_FM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Subaru_Forester_X-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,XRetail_Perth_Television_7TWO_PER,XRetail_Perth_Television_7TWO_PER,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Perth:Television,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Radio_MIX_102.3_Metropolitan_Radio,,Adelaide_Radio_MIX_102.3,Adelaide_Radio_MIX_102.3,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Radio_FIVEAA_Metropolitan_Radio,,Retail_Adelaide_Radio_FIVEAA,Retail_Adelaide_Radio_FIVEAA,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Forester_X_XS-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,XXSRetail_Adelaide_Press_Advertiser,XXSRetail_Adelaide_Press_Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,2.5_XRetail_Adelaide_Television_ADS10,2.5_XRetail_Adelaide_Television_ADS10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Television_ONEADL_Metropolitan_Television,,Adelaide_Television_ONEADL,Adelaide_Television_ONEADL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Adelaide_Television_7Mate_ADE_Metropolitan_Television,,XRetail_Adelaide_Television_7Mate_ADE,XRetail_Adelaide_Television_7Mate_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,Retail_Adelaide_Television_ADS10,Retail_Adelaide_Television_ADS10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Adelaide_Radio_FIVEAA_Metropolitan_Radio,,XRetail_Adelaide_Radio_FIVEAA,XRetail_Adelaide_Radio_FIVEAA,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Subaru_Forester_Outback_Adelaide_Press_Sunday_Mail-Adelaide_Metropolitan_Press,,Outback_Adelaide_Press_Sunday_MailAdelaide,Outback_Adelaide_Press_Sunday_MailAdelaide,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,Retail_Adelaide_Television_SAS7,Retail_Adelaide_Television_SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Adelaide_Radio_NOVA_91.9_Metropolitan_Radio,,XRetail_Adelaide_Radio_NOVA_91.9,XRetail_Adelaide_Radio_NOVA_91.9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,2.5_XRetail_Adelaide_Television_SAS7,2.5_XRetail_Adelaide_Television_SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_Eleven_ADE_Metropolitan_Television,,Retail_Adelaide_Television_Eleven_ADE,Retail_Adelaide_Television_Eleven_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Adelaide_Television_SBSADL_Metropolitan_Television,,2.5_XRetail_Adelaide_Television_SBSADL,2.5_XRetail_Adelaide_Television_SBSADL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,XS_ColumbiaRetail_Adelaide_Television_ADS10,XS_ColumbiaRetail_Adelaide_Television_ADS10,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Television_GEM_ADE_Metropolitan_Television,,Adelaide_Television_GEM_ADE,Adelaide_Television_GEM_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Adelaide_Television_NWS9_Metropolitan_Television,,XS_ColumbiaRetail_Adelaide_Television_NWS9,XS_ColumbiaRetail_Adelaide_Television_NWS9,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,Retail_Adelaide_Television_7TWO_ADE,Retail_Adelaide_Television_7TWO_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Radio_SAFM_Metropolitan_Radio,,Adelaide_Radio_SAFM,Adelaide_Radio_SAFM,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Adelaide_Television_SBSADL_Metropolitan_Television,,XS_ColumbiaRetail_Adelaide_Television_SBSADL,XS_ColumbiaRetail_Adelaide_Television_SBSADL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,XS_ColumbiaRetail_Adelaide_Television_SAS7,XS_ColumbiaRetail_Adelaide_Television_SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Press_Advertiser_Metropolitan_Press,,Adelaide_Press_Advertiser,Adelaide_Press_Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Television_Eleven_ADE_Metropolitan_Television,,Adelaide_Television_Eleven_ADE,Adelaide_Television_Eleven_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Adelaide_Television_SBS2_ADL_Metropolitan_Television,,XRetail_Adelaide_Television_SBS2_ADL,XRetail_Adelaide_Television_SBS2_ADL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_7Mate_ADE_Metropolitan_Television,,Retail_Adelaide_Television_7Mate_ADE,Retail_Adelaide_Television_7Mate_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,Retail_Adelaide_Press_Advertiser,Retail_Adelaide_Press_Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,XS_ColumbiaRetail_Adelaide_Press_Advertiser,XS_ColumbiaRetail_Adelaide_Press_Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Adelaide_Television_SBSADL_Metropolitan_Television,,Retail_Adelaide_Television_SBSADL,Retail_Adelaide_Television_SBSADL,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Adelaide_Television_GO_ADE_Metropolitan_Television,,Adelaide_Television_GO_ADE,Adelaide_Television_GO_ADE,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOI_OUTBACK_Adelaide,,Outback WOI Adelaide,Outback WOI Adelaide,Client Data:Subaru Sales:Outback:Adelaide,0.5,29,34,37,33,36,29,41,28,28,23,40,28,14,24,31,26,42,44,24
Subaru_Outback-Retail_Adelaide_Press_Advertiser_Metropolitan_Press,,Retail Adelaide Press Advertiser,Retail Adelaide Press Advertiser,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Adelaide_Television_SAS7_Metropolitan_Television,,Adelaide Television SAS7,Adelaide Television SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i-Retail_Adelaide_Television_ONEADL_Metropolitan_Television,,2.5iRetail Adelaide Television ONEADL,2.5iRetail Adelaide Television ONEADL,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Adelaide_Television_SAS7_Metropolitan_Television,,Wagon AWD Adelaide Television SAS7,Wagon AWD Adelaide Television SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru_Outback_2.5i-Retail_Adelaide_Press_Sunday_Mail-Adelaide_Metropolitan_Press,,2.5iRetail Adelaide Press Sunday MailAdelaide,2.5iRetail Adelaide Press Sunday MailAdelaide,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Adelaide_Television_SAS7_Metropolitan_Television,,2.5i ColumbiaRetail Adelaide Television SAS7,2.5i ColumbiaRetail Adelaide Television SAS7,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Adelaide_Radio_SAFM_Metropolitan_Radio,,Adelaide Radio SAFM,Adelaide Radio SAFM,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Subaru_Outback_2.5i_Columbia-Retail_Adelaide_Television_ADS10_Metropolitan_Television,,2.5i ColumbiaRetail Adelaide Television ADS10,2.5i ColumbiaRetail Adelaide Television ADS10,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Outback_Wagon_AWD_Adelaide_Television_NWS9_Metropolitan_Television,,Wagon AWD Adelaide Television NWS9,Wagon AWD Adelaide Television NWS9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subaru_Outback_Adelaide_Radio_NOVA_91.9_Metropolitan_Radio,,Adelaide Radio NOVA 91.9,Adelaide Radio NOVA 91.9,Client Data:Subaru Marketing:All Marketing:Spots:Outback:Adelaide:Radio,0.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
