uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,
Subaru_Impreza-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Retail Melbourne Television 7TWO MELB,Retail Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,2.0iRetail Melbourne Television 7Mate MELB,2.0iRetail Melbourne Television 7Mate MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Impreza_R-Retail_Melbourne_Television_ATV10_Metropolitan_Television,,RRetail Melbourne Television ATV10,RRetail Melbourne Television ATV10,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Melbourne_Press_Sunday_Herald_Sun_Metropolitan_Press,,Melbourne Press Sunday Herald Sun,Melbourne Press Sunday Herald Sun,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Press,0.5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Melbourne_Television_HSV7_Metropolitan_Television,,Melbourne Television HSV7,Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,,RRetail Melbourne Television GO MELB,RRetail Melbourne Television GO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,2.0iRetail Melbourne Television GEM MELB,2.0iRetail Melbourne Television GEM MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Subaru_Impreza_WRX_STi_Victoria_Age-The_(Melbourne)_Magazine_Magazines,,WRX Sti Victoria AgeThe Melbourne Magazine,WRX Sti Victoria AgeThe Melbourne Magazine,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Magazines,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Melbourne_Television_HSV7_Metropolitan_Television,,Retail Melbourne Television HSV7,Retail Melbourne Television HSV7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
Subaru_Impreza-Retail_Melbourne_Press_Herald_Sun_Metropolitan_Press,,Retail Melbourne Press Herald Sun,Retail Melbourne Press Herald Sun,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Press,0.5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,Melbourne Television 7TWO MELB,Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,Melbourne Television Eleven MEL,Melbourne Television Eleven MEL,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Melbourne_Television_GEM_MELB_Metropolitan_Television,,RRetail Melbourne Television GEM MELB,RRetail Melbourne Television GEM MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Melbourne_Radio_MIX_101.1_Metropolitan_Radio,,Melbourne Radio MIX 101.1,Melbourne Radio MIX 101.1,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Subaru_Impreza_2.0i-Retail_Melbourne_Radio_3MMM_Metropolitan_Radio,,2.0iRetail Melbourne Radio 3MMM,2.0iRetail Melbourne Radio 3MMM,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Subaru_Impreza_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,Melbourne Television 7Mate MELB,Melbourne Television 7Mate MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,Retail Melbourne Television GTV9,Retail Melbourne Television GTV9,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
Subaru_Impreza_R-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,RRetail Melbourne Television 7TWO MELB,RRetail Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Melbourne_Television_GTV9_Metropolitan_Television,,RRetail Melbourne Television GTV9,RRetail Melbourne Television GTV9,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,2.0iRetail Melbourne Television 7TWO MELB,2.0iRetail Melbourne Television 7TWO MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Subaru_Impreza_R-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,RRetail Melbourne Television 7Mate MELB,RRetail Melbourne Television 7Mate MELB,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOI_Impreza_Perth,,Impreza WOI Sydney,Impreza WOI Sydney,Client Data:Subaru Sales:Impreza:Perth,0.5,5,4,4,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4
Subaru_Impreza-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,Retail Perth Television 7TWO PER,Retail Perth Television 7TWO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza_Outback-Retail_Perth_Press_West_Australian_Metropolitan_Press,,OutbackRetail Perth Press West Australian,OutbackRetail Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Perth_Radio_NOVA_93.7_Metropolitan_Radio,,2.0iRetail Perth Radio NOVA 93.7,2.0iRetail Perth Radio NOVA 93.7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Subaru_Impreza_Perth_Television_7Mate_PER_Metropolitan_Television,,Perth Television 7Mate PER,Perth Television 7Mate PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_GO_PER_Metropolitan_Television,,RRetail Perth Television GO PER,RRetail Perth Television GO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_TVW7_Metropolitan_Television,,RRetail Perth Television TVW7,RRetail Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Perth_Television_Eleven_PER_Metropolitan_Television,,Perth Television Eleven PER,Perth Television Eleven PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_Eleven_PER_Metropolitan_Television,,RRetail Perth Television Eleven PER,RRetail Perth Television Eleven PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,RRetail Perth Television 7Mate PER,RRetail Perth Television 7Mate PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Perth_Television_SBSPER_Metropolitan_Television,,2.0iRetail Perth Television SBSPER,2.0iRetail Perth Television SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Subaru_Impreza-Retail_Perth_Television_NEW10_Metropolitan_Television,,Retail Perth Television NEW10,Retail Perth Television NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Subaru_Impreza-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,Retail Perth Television 7Mate PER,Retail Perth Television 7Mate PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_STW9_Metropolitan_Television,,RRetail Perth Television STW9,RRetail Perth Television STW9,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Perth_Television_7TWO_PER_Metropolitan_Television,,Perth Television 7TWO PER,Perth Television 7TWO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Perth_Radio_92.9_FM_Metropolitan_Radio,,2.0iRetail Perth Radio 92.9 FM,2.0iRetail Perth Radio 92.9 FM,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Subaru_Impreza_2.0i_Luxury_Special_Edition-Retail_Perth_Press_West_Australian_Metropolitan_Press,,2.0i Luxury Special EditionRetail Perth Press West Australian,2.0i Luxury Special EditionRetail Perth Press West Australian,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Perth_Television_GO_PER_Metropolitan_Television,,Retail Perth Television GO PER,Retail Perth Television GO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,2.0iRetail Perth Television 7TWO PER,2.0iRetail Perth Television 7TWO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Subaru_Impreza_R-Retail_Perth_Television_GEM_PER_Metropolitan_Television,,RRetail Perth Television GEM PER,RRetail Perth Television GEM PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Perth_Television_TVW7_Metropolitan_Television,,Retail Perth Television TVW7,Retail Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Subaru_Impreza-Retail_Perth_Television_STW9_Metropolitan_Television,,Retail Perth Television STW9,Retail Perth Television STW9,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,RRetail Perth Television 7TWO PER,RRetail Perth Television 7TWO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Perth_Television_SBSPER_Metropolitan_Television,,Retail Perth Television SBSPER,Retail Perth Television SBSPER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza_R-Retail_Perth_Television_NEW10_Metropolitan_Television,,RRetail Perth Television NEW10,RRetail Perth Television NEW10,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Perth_Television_TVW7_Metropolitan_Television,,Perth Television TVW7,Perth Television TVW7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Perth_Television_GO_PER_Metropolitan_Television,,2.0iRetail Perth Television GO PER,2.0iRetail Perth Television GO PER,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WOI_Impreza_Sydney,,Impreza WOI Sydney,Impreza WOI Sydney,Client Data:Subaru Sales:Impreza:Sydney,0.5,10,8,8,10,8,8,10,8,10,8,8,10,8,8,10,8,8,10,8
Subaru_Impreza_R-Retail_Sydney_Television_GEM_SYD_Metropolitan_Television,,RRetail Sydney Television GEM SYD,RRetail Sydney Television GEM SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Television_ATN7_Metropolitan_Television,,Sydney Television ATN7,Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Retail Sydney Television ATN7,Retail Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
Subaru_Impreza-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,Retail Sydney Press Daily Telegraph,Retail Sydney Press Daily Telegraph,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Press,0.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Liberty-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,LibertyRetail Sydney Press Sydney Morning Herald,LibertyRetail Sydney Press Sydney Morning Herald,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Sydney Television 7Mate SYD,Sydney Television 7Mate SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Retail Sydney Television 7Mate SYD,Retail Sydney Television 7Mate SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,RRetail Sydney Television 7TWO SYD,RRetail Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Television_TEN10_Metropolitan_Television,,RRetail Sydney Television TEN10,RRetail Sydney Television TEN10,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Radio_WSFM_Metropolitan_Radio,,Sydney Radio WSFM,Sydney Radio WSFM,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,Retail Sydney Television SBSSYD,Retail Sydney Television SBSSYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Subaru_Impreza_Sydney_Press_Sunday_Telegraph_Metropolitan_Press,,Sydney Press Sunday Telegraph,Sydney Press Sunday Telegraph,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Press,0.5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Television_Eleven_SYD_Metropolitan_Television,,Sydney Television Eleven SYD,Sydney Television Eleven SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_ONESYD_Metropolitan_Television,,Retail Sydney Television ONESYD,Retail Sydney Television ONESYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,RRetail Sydney Television GO SYD,RRetail Sydney Television GO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,Retail Sydney Television Eleven SYD,Retail Sydney Television Eleven SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_2.0i-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,2.0iRetail Sydney Television GO SYD,2.0iRetail Sydney Television GO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Subaru_Impreza-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,Retail Sydney Television GO SYD,Retail Sydney Television GO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_TCN9_Metropolitan_Television,,Retail Sydney Television TCN9,Retail Sydney Television TCN9,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Press_Daily_Telegraph_Metropolitan_Press,,RRetail Sydney Press Daily Telegraph,RRetail Sydney Press Daily Telegraph,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Radio_NOVA_96_Metropolitan_Radio,,Sydney Radio NOVA 96,Sydney Radio NOVA 96,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Subaru_Impreza_R-Retail_Sydney_Television_Eleven_SYD_Metropolitan_Television,,RRetail Sydney Television Eleven SYD,RRetail Sydney Television Eleven SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Sydney Television 7TWO SYD,Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_7TWO_SYD_Metropolitan_Television,,Retail Sydney Television 7TWO SYD,Retail Sydney Television 7TWO SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Subaru_Impreza-Retail_Sydney_Television_TEN10_Metropolitan_Television,,Retail Sydney Television TEN10,Retail Sydney Television TEN10,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,RRetail Sydney Television 7Mate SYD,RRetail Sydney Television 7Mate SYD,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_WRX_STi_New_South_Wales_SMH-The_(Sydney)_Magazine_Magazines,,New South Wales SMH The Sydney Magazine,New South Wales SMH The Sydney Magazine,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Magazines,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza_R-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Sydney Television ATN7,Sydney Television ATN7,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Impreza-Retail_Sydney_Radio_SmoothFM_95.3_Metropolitan_Radio,,Sydney Radio SmoothFM 95.3,Sydney Radio SmoothFM 95.3,Client Data:Subaru Marketing:All Marketing:Spots:Impreza:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
WOI_FORRESTER_Sydney,,Forrester_WOI_Sydney,Forrester WOI Sydney,Client Data:Subaru Sales:Forester:Sydney,0.5,297,228,230,243,252,289,275,174,191,196,174,219,279,314,390,218,321,431,197
WOI_FORRESTER_Brisbane,,Forrester_WOI_Brisbane,Forrester WOI Brisbane,Client Data:Subaru Sales:Forester:Brisbane,0.5,142,106,109,112,166,156,137,71,80,108,135,118,147,125,142,86,126,157,62
WOI_FORRESTER_Melbourne,,Forrester_WOI_Melbourne,Forrester WOI Melbourne,Client Data:Subaru Sales:Forester:Melbourne,0.4,140,75,93,73,107,133,124,80,95,116,67,106,189,205,197,105,176,195,99
WOI_FORRESTER_Perth,,Forrester_WOI_Perth,Forrester WOI Perth,Client Data:Subaru Sales:Forester:Perth,0.2,161,160,142,146,159,142,171,119,141,106,115,133,194,162,220,135,178,253,133
WOI_FORRESTER_Adelaide,,Forrester_WOI_Adelaide,Forrester WOI Adelaide,Client Data:Subaru Sales:Forester:Adelaide,0.2,72,59,48,85,73,55,64,44,56,43,49,60,95,98,92,74,82,115,57
Subaru_Forester_X-Retail_Sydney_Television_GO_SYD_Metropolitan_Television,,X-Retail_Sydney_Television_GO_SYD,X-Retail_Sydney_Television_GO_SYD,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Subaru_Forester_2.5_X-Retail_Sydney_Television_SBSSYD_Metropolitan_Television,,_2.5_XRetail_Sydney_Television_SBSSYD_,_2.5_XRetail_Sydney_Television_SBSSYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Outback_Sydney_Press_Sun_Herald_Metropolitan_Press,,Outback_Sydney_Press_Sun_Herald_,Outback_Sydney_Press_Sun_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_ATN7_Metropolitan_Television,,Retail_Sydney_Television_ATN7_,Retail_Sydney_Television_ATN7_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Sydney_Radio_2DAYFM_Metropolitan_Radio,,_Sydney_Radio_2DAYFM_,_Sydney_Radio_2DAYFM_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Radio,0.5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Subaru_Forester-Retail_Sydney_Television_7Mate_SYD_Metropolitan_Television,,Retail_Sydney_Television_7Mate_SYD_,Retail_Sydney_Television_7Mate_SYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_X-Retail_Sydney_Television_ONESYD_Metropolitan_Television,,_XRetail_Sydney_Television_ONESYD_,_XRetail_Sydney_Television_ONESYD_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_Tribeca-Retail_Sydney_Press_Sydney_Morning_Herald_Metropolitan_Press,,TribecaRetail_Sydney_Press_Sydney_Morning_Herald_,TribecaRetail_Sydney_Press_Sydney_Morning_Herald_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Press,0.5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Subaru_Forester_XS_Columbia-Retail_Sydney_Television_TCN9_Metropolitan_Television,,_XS_ColumbiaRetail_Sydney_Television_TCN9_,_XS_ColumbiaRetail_Sydney_Television_TCN9_,Client Data:Subaru Marketing:All Marketing:Spots:Forester:Spots:Sydney:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
